ID,Group,Expectation,Instructions,IMI_Q1,IMI_Q2,IMI_Q3,IMI_Q4,IMI_Q5,IMI_Q6,IMI_Q7,IMI_Q8,IMI_Q9,IMI_Q10,IMI_Q11,IMI_Q12,IMI_Q13,IMI_Q14,IMI_Q15,IMI_Q16,IMI_Q17,IMI_Q18,IMI_Q19,IMI_Q20,IMI_Q21,IMI_Q22,IMI_Q23,IMI_Q24,IMI_Q25,IMI_Q26,IMI_Q27,IMI_Q28,IMI_Q29,IMI_Q30,IMI_Q31,IMI_Q32,IMI_Q33,IMI_Q34,IMI_Q35,IMI_Q36,IMI_Q37,MOVE_REINV_Q1,MOVE_REINV_Q2,MOVE_REINV_Q3,MOVE_REINV_Q4,MOVE_REINV_Q5,MOVE_REINV_Q6,MOVE_REINV_Q7,MOVE_REINV_Q8,MOVE_REINV_Q9,MOVE_REINV_Q10,RCSI2_HP_Q1,RCSI2_HP_Q2,RCSI2_HP_Q3,RCSI2_HP_Q4,RCSI2_HP_Q5,RCSI2_HP_Q6,RCSI2_HP_Q7,RCSI2_HP_Q8,RCSI2_HP_Q9,RCSI2_HP_Q10,RCSI2_HP_Q11,RCSI2_HP_Q12,RCSI2_HP_Q13,RCSI2_HP_Q14,RCSI2_HP_Q15,RCSI2_HP_Q16,RCSI2_HP_Q17,RCSI2_LP_Q1,RCSI2_LP_Q2,RCSI2_LP_Q3,RCSI2_LP_Q4,RCSI2_LP_Q5,RCSI2_LP_Q6,RCSI2_LP_Q7,RCSI2_LP_Q8,RCSI2_LP_Q9,RCSI2_LP_Q10,RCSI2_LP_Q11,RCSI2_LP_Q12,RCSI2_LP_Q13,RCSI2_LP_Q14,RCSI2_LP_Q15,RCSI2_LP_Q16,RCSI2_LP_Q17
1,TCE,Teach,Explicit,6,6,6,4,6,4,2,4,1,3,2,1,6,5,3,1,5,1,5,6,5,7,5,3,2,6,1,3,4,6,2,4,6,7,3,1,5,2,1,3,2,1,2,3,3,2,1,10,20,100,0,20,10,100,40,0,100,80,30,100,10,10,100,20,0,0,100,0,0,0,100,0,0,100,0,0,100,0,0,100,0
2,TTA,Test,Analogy,6,6,6,4,6,7,3,5,1,4,2,1,6,6,4,1,7,1,6,6,6,7,6,5,1,7,4,2,6,6,6,5,5,6,5,4,7,4,2,3,4,1,2,4,2,3,7,50,20,20,20,0,0,65,20,0,50,30,0,60,0,0,65,10,0,10,70,10,10,0,75,10,0,65,20,0,50,20,0,60,20
5,TTE,Test,Explicit,5,3,4,2,4,3,1,6,5,1,4,3,6,6,3,1,6,4,4,4,2,4,5,7,5,4,1,2,2,3,4,3,5,5,3,2,4,0,1,4,3,1,0,3,0,3,0,50,50,30,20,25,10,60,70,40,50,60,15,55,15,20,50,25,25,50,50,20,20,15,55,35,20,65,35,15,60,15,15,60,15
6,TCA,Teach,Analogy,6,7,6,7,7,2,1,2,1,1,7,1,6,7,1,1,7,1,2,7,7,6,7,4,1,7,1,4,6,4,4,1,5,7,3,1,7,2,4,3,4,5,4,4,3,4,4,90,95,50,90,100,90,40,100,90,30,95,90,30,95,100,40,95,70,85,70,85,85,75,55,95,80,45,95,35,50,85,100,50,65
7,TCA,Teach,Analogy,7,6,7,3,4,5,1,6,1,1,5,2,7,6,1,3,7,1,6,7,7,7,7,5,1,7,1,2,7,5,6,4,6,6,5,1,7,2,4,3,1,4,4,0,3,4,4,70,95,50,80,85,70,55,100,65,70,95,35,65,45,60,5,65,30,10,75,40,0,10,90,30,5,90,0,0,65,25,0,15,0
8,TCA,Teach,Analogy,7,7,7,5,7,6,1,2,1,1,1,1,2,7,1,1,6,1,6,7,7,7,7,7,1,7,1,3,7,6,7,6,7,7,6,1,7,1,1,0,0,0,0,0,0,4,0,20,30,85,60,100,40,90,80,100,90,95,40,100,80,87,85,90,30,65,89,50,45,20,80,60,10,85,40,0,90,30,25,85,20
9,TTA,Test,Analogy,5,6,5,4,4,2,7,4,2,7,6,4,1,7,7,1,7,2,2,4,5,7,1,4,1,5,7,2,5,2,7,1,5,7,2,6,4,4,4,3,4,3,3,3,3,4,2,40,40,20,20,30,20,30,30,20,20,30,10,20,20,10,30,10,20,40,40,20,20,20,50,30,30,40,40,10,20,10,20,50,10
10,TTA,Test,Analogy,6,6,7,2,5,5,6,7,4,2,2,2,5,6,2,1,6,2,6,5,2,6,5,5,3,7,1,1,5,4,5,5,6,7,4,2,6,4,3,5,3,0,1,4,0,1,0,0,15,85,0,5,0,75,0,0,65,15,0,60,0,0,65,0,0,0,85,0,10,0,75,0,0,80,10,0,50,0,0,60,0
11,TTA,Test,Analogy,7,6,6,3,4,5,1,4,1,1,2,1,4,7,3,1,7,1,7,7,4,7,4,4,1,7,1,2,4,4,7,4,7,7,4,1,6,5,0,3,2,3,1,4,1,3,1,0,20,100,5,0,0,100,20,0,100,10,0,50,0,0,100,0,0,20,80,0,0,0,100,30,0,100,10,0,100,0,0,80,0
12,TCE,Teach,Explicit,7,7,NA,5,4,2,1,3,6,1,6,2,7,7,4,1,6,2,5,6,5,7,5,5,2,6,1,3,2,2,4,2,5,7,4,1,5,2,1,2,3,3,4,2,2,2,3,10,60,30,10,10,60,50,60,50,20,70,40,30,10,10,50,10,10,70,40,10,10,10,40,60,20,50,70,10,20,60,10,60,10
13,TCE,Teach,Explicit,6,6,6,7,5,2,2,2,2,1,5,4,6,7,1,1,6,4,4,3,6,6,7,4,2,5,1,3,4,3,4,2,2,6,1,1,4,2,4,4,NA,1,1,4,0,3,0,80,20,50,60,10,0,10,50,70,10,70,20,10,60,0,20,60,70,20,40,30,10,0,10,20,50,20,70,30,10,60,0,20,30
14,TTE,Test,Explicit,7,5,6,3,4,3,1,5,4,1,2,1,7,6,1,1,5,1,6,5,4,5,6,5,1,6,1,2,4,5,5,2,6,6,2,1,6,4,4,4,4,2,1,3,4,2,3,10,40,20,30,30,0,20,0,5,10,60,0,20,10,0,40,20,0,30,10,30,0,0,20,0,5,10,40,0,10,40,0,10,20
15,TTE,Test,Explicit,5,5,4,1,4,6,1,7,5,1,2,3,7,4,1,1,3,3,4,3,4,3,6,7,2,4,1,1,2,5,3,5,2,3,4,1,4,5,4,3,3,1,1,3,1,2,1,10,10,80,0,0,0,100,0,10,100,20,0,0,0,0,90,0,0,0,90,0,0,0,70,0,0,80,0,0,80,0,0,80,0
16,TCE,Teach,Explicit,6,6,5,2,5,5,2,5,3,3,3,2,6,6,2,2,7,2,5,5,6,6,6,5,3,6,2,3,4,5,5,5,5,6,4,2,5,1,2,3,3,2,2,3,3,1,1,20,40,80,10,40,10,80,50,20,80,50,20,70,30,20,70,30,20,10,100,10,20,0,100,30,10,100,20,20,90,20,20,100,10
17,TCE,Teach,Explicit,7,7,7,6,5,4,1,1,1,1,3,1,7,7,1,2,6,1,7,7,7,7,7,3,1,7,1,4,6,5,7,5,7,7,5,1,7,1,4,5,4,4,2,4,1,3,3,25,50,65,25,40,10,65,50,40,65,40,30,50,20,20,65,60,10,40,65,15,50,10,40,45,20,40,40,30,55,60,0,65,20
18,TTA,Test,Analogy,6,6,6,3,4,4,1,6,5,1,3,2,7,7,2,2,6,1,5,5,6,6,6,5,2,6,1,2,5,5,7,5,6,7,5,1,6,3,4,4,2,1,3,3,1,2,1,25,50,15,20,50,30,50,50,30,40,40,10,20,5,0,30,10,15,20,40,10,15,5,35,60,25,50,50,5,10,5,0,25,10
19,TTA,Test,Analogy,6,7,7,5,3,4,1,1,2,1,3,2,7,4,1,2,6,1,5,4,5,4,7,2,2,6,1,3,1,2,4,4,5,6,4,1,6,1,1,1,0,2,0,4,1,4,4,90,95,75,85,95,25,75,80,85,70,90,80,70,0,20,60,60,50,60,70,50,50,20,20,50,25,50,25,25,50,0,10,20,20
20,TTE,Test,Explicit,5,7,7,4,6,2,1,4,1,1,6,1,5,7,1,4,6,1,3,6,7,7,7,5,1,6,1,3,4,2,4,2,5,6,2,1,5,4,4,3,4,1,3,4,1,4,1,20,20,50,10,60,20,20,60,20,20,60,20,0,10,20,30,20,0,10,60,0,0,0,90,10,0,0,0,40,0,0,30,10,0
21,TTE,Test,Explicit,6,5,4,3,4,4,1,2,4,5,3,3,7,6,5,1,4,3,5,5,4,4,4,4,2,6,3,5,4,4,6,4,6,6,4,3,6,3,4,4,4,5,3,4,5,5,5,85,75,50,75,75,55,50,95,85,50,85,70,65,20,40,65,75,65,40,60,65,20,45,85,50,55,65,65,50,65,20,20,80,60
22,TTA,Test,Analogy,7,7,7,2,6,6,2,7,3,NA,2,1,2,6,5,1,6,1,7,7,7,5,4,7,1,7,3,1,6,7,6,6,7,6,7,3,7,4,3,3,4,3,1,5,1,4,1,50,70,90,40,80,20,90,70,10,90,30,0,80,20,0,90,20,30,50,100,20,70,0,100,30,0,100,0,0,100,0,0,100,10
23,TCA,Teach,Analogy,6,6,7,6,6,4,1,3,1,1,4,2,6,6,2,3,3,1,5,7,7,4,7,4,1,7,1,6,6,5,4,3,6,6,3,1,7,4,1,4,5,4,3,1,0,5,4,50,65,65,80,40,10,60,40,50,45,60,30,60,60,30,60,70,20,60,50,60,10,10,60,10,20,40,20,10,40,60,10,40,60
24,TTA,Test,Analogy,7,6,6,1,4,4,1,7,3,1,3,1,6,7,6,1,7,1,6,6,5,7,6,5,1,6,1,1,5,6,6,3,6,6,4,1,7,4,5,4,5,3,3,3,2,5,2,25,25,85,20,50,30,80,25,25,75,80,0,100,20,5,85,30,10,10,80,10,10,5,100,10,0,80,50,0,100,0,0,75,10
25,TCA,Teach,Analogy,7,7,7,2,6,3,1,7,2,1,4,1,7,7,1,1,7,1,7,7,5,7,7,7,4,7,1,2,6,4,7,3,7,7,3,2,7,4,4,4,3,1,2,4,4,2,1,40,45,85,25,40,10,50,35,10,30,10,10,75,10,40,65,10,8,10,90,0,15,10,80,5,5,70,10,0,60,0,0,65,0
26,TCE,Teach,Explicit,6,7,7,3,6,4,1,5,1,1,3,1,7,7,1,2,6,1,5,6,7,7,6,6,1,7,1,2,4,4,7,4,6,7,3,1,6,4,2,2,3,4,1,2,2,5,4,40,60,50,20,20,10,50,60,20,40,70,10,50,30,20,40,10,20,60,50,20,20,10,40,30,10,50,60,10,40,30,10,40,10
28,TTE,Test,Explicit,5,7,7,5,6,2,6,2,1,6,7,1,3,7,7,3,6,1,5,6,7,7,3,1,1,6,6,5,1,3,6,1,6,7,5,6,5,4,5,2,5,4,0,5,5,5,3,80,80,60,70,90,25,40,75,90,60,90,10,90,90,100,60,90,10,0,60,20,70,0,80,35,40,70,90,0,80,90,0,20,10
29,TCE,Teach,Explicit,6,7,7,2,5,4,1,6,1,1,4,3,5,5,1,1,5,2,5,5,5,6,7,7,1,6,1,3,5,3,6,4,6,7,4,1,6,5,1,2,3,0,4,3,1,3,2,30,60,50,30,40,10,40,50,10,50,60,10,40,30,20,40,10,20,20,50,0,0,0,60,10,5,50,10,0,40,0,10,70,0
30,TCA,Teach,Analogy,5,7,7,2,6,4,2,6,1,2,3,3,7,7,1,1,5,1,5,5,7,7,6,7,1,5,1,1,4,NA,5,2,5,6,4,1,5,4,4,3,3,1,2,4,3,2,1,0,25,60,50,50,0,20,60,0,20,25,10,50,10,0,50,0,0,5,60,10,10,0,20,10,0,20,15,0,50,10,0,50,0
31,TCE,Teach,Explicit,7,5,4,4,5,5,1,2,4,1,2,1,7,7,1,1,5,1,7,7,5,7,7,7,5,7,1,1,5,7,7,5,7,7,4,1,7,5,3,2,3,4,1,3,3,1,4,75,50,75,25,25,25,75,50,75,50,50,25,75,50,0,50,50,25,25,50,50,50,25,100,25,50,75,25,25,50,50,0,50,25
32,TCA,Teach,Analogy,5,5,4,3,5,3,4,4,4,4,5,3,6,6,5,3,5,3,3,4,3,5,4,4,2,5,3,2,3,4,5,2,3,6,3,3,4,1,4,2,4,1,2,3,2,3,1,35,30,40,10,15,0,40,55,30,40,50,0,60,20,0,45,10,25,15,60,0,10,0,65,30,30,25,20,0,50,20,0,50,0
33,TCE,Teach,Explicit,4,5,6,4,4,5,2,5,4,2,2,2,5,6,2,2,4,2,4,4,3,5,5,4,3,5,3,3,3,4,4,4,5,5,3,3,4,2,3,2,2,1,1,3,2,3,1,15,25,75,15,80,20,40,10,15,40,40,10,40,0,20,40,10,10,20,75,10,20,10,50,15,10,45,50,10,50,5,15,45,10
34,TCE,Teach,Explicit,6,7,7,3,5,5,2,6,2,1,3,1,6,7,1,4,6,1,6,6,6,7,6,6,1,6,1,2,5,4,6,4,7,7,3,1,6,2,5,3,4,5,4,3,3,3,4,30,40,25,30,50,15,30,60,25,30,60,30,30,30,20,30,20,10,25,60,0,15,5,70,10,5,70,20,5,70,15,5,80,5
35,TCE,Teach,Explicit,4,5,4,NA,3,5,1,7,7,1,1,1,7,7,4,1,4,3,7,4,NA,4,7,7,7,4,1,1,4,5,4,5,5,7,4,1,4,3,3,4,5,1,2,4,2,2,1,5,50,70,5,25,5,75,0,5,75,25,0,70,30,0,75,50,0,25,55,0,0,0,75,0,0,70,40,0,50,0,0,70,50
36,TTE,Test,Explicit,6,4,4,2,6,3,1,6,4,1,2,1,7,7,2,1,4,2,4,5,3,7,4,4,3,5,1,1,3,4,4,2,4,7,2,1,5,4,1,3,1,3,2,5,2,3,3,10,10,90,10,5,5,80,10,5,90,10,0,100,5,0,90,5,0,0,100,0,0,0,100,0,0,100,0,0,100,0,0,50,0
37,TTA,Test,Analogy,6,6,7,2,4,5,2,7,4,3,3,2,6,6,4,1,7,3,5,4,6,7,4,7,2,5,2,1,3,5,4,4,5,7,5,3,6,3,4,5,4,3,2,3,4,4,3,35,30,50,10,60,15,50,60,15,50,60,15,60,40,15,50,10,5,20,70,5,30,0,70,25,0,80,15,0,70,5,0,70,0
38,TCA,Teach,Analogy,6,6,5,6,6,3,2,2,2,4,4,2,4,6,4,6,4,2,4,4,6,6,6,2,2,6,2,6,6,6,6,2,6,6,3,2,6,3,4,4,4,4,4,3,3,4,4,75,80,60,55,50,0,65,60,10,50,50,0,60,50,0,60,50,65,50,50,45,30,0,70,65,10,50,50,0,70,60,10,50,15
39,TTA,Test,Analogy,5,7,6,5,6,4,4,5,4,4,5,3,5,7,5,2,4,2,5,5,6,7,5,6,2,6,3,4,4,4,5,2,4,6,4,3,5,2,4,4,5,3,2,3,3,2,1,50,0,60,40,70,0,70,60,50,60,80,0,30,0,30,60,20,20,0,70,30,60,0,50,0,40,60,70,0,40,0,0,0,0
40,TCA,Teach,Analogy,5,7,7,2,4,1,1,4,1,1,7,4,7,6,1,1,2,2,2,3,7,6,7,5,1,4,1,5,3,1,2,1,2,6,1,1,4,5,5,4,4,3,1,4,3,0,1,5,30,15,5,5,5,0,5,5,5,15,0,5,0,0,75,5,5,15,15,5,0,0,10,5,0,10,0,0,15,0,0,40,5
42,TTE,Test,Explicit,4,4,5,3,4,3,3,3,4,4,4,3,3,3,4,4,3,4,5,5,4,4,5,4,4,4,4,3,3,3,4,4,4,4,3,3,3,5,0,0,0,0,0,0,0,0,0,5,5,0,5,5,5,0,5,5,0,5,5,0,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,TTA,Test,Analogy,6,5,5,1,3,4,1,1,3,1,3,2,5,6,4,1,4,2,6,4,5,6,5,7,1,6,2,1,3,6,4,4,4,5,4,1,5,4,4,3,5,3,3,3,2,2,2,25,10,75,0,0,0,100,20,5,100,10,0,95,0,5,95,5,25,0,75,0,0,0,100,0,0,90,10,0,100,0,0,95,0
44,TCE,Teach,Explicit,7,6,6,2,7,6,1,6,2,1,2,1,7,7,1,1,7,1,7,5,6,7,7,7,5,7,1,2,6,6,7,6,7,7,6,1,7,5,5,5,3,3,1,5,0,2,0,20,10,80,0,40,0,100,0,10,90,10,0,90,0,0,100,0,15,0,75,0,0,0,100,0,0,90,10,0,100,0,0,95,0
45,TTE,Test,Explicit,6,6,4,2,3,4,7,4,1,3,1,7,7,6,1,6,1,4,4,4,7,7,7,4,5,3,1,2,4,5,3,6,7,7,4,3,6,3,1,3,5,3,4,4,2,1,1,25,10,50,35,0,0,75,0,55,100,5,0,100,0,0,85,15,15,5,75,5,0,0,100,0,40,100,5,0,100,0,0,95,8
46,TCA,Teach,Analogy,6,7,7,1,7,5,1,7,1,1,2,1,7,7,1,1,7,1,6,6,7,7,7,6,1,6,1,1,6,6,7,5,7,7,5,1,7,4,3,4,5,4,3,4,3,5,0,5,10,90,0,10,0,100,10,10,100,10,0,100,0,0,95,0,0,10,85,0,0,10,100,10,0,100,10,0,100,0,0,95,0
47,TTA,Test,Analogy,4,4,NA,3,3,3,3,4,3,3,NA,4,4,4,3,3,3,3,4,4,3,3,4,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,2,3,3,1,2,2,3,3,40,20,100,35,80,0,90,10,0,95,5,0,70,0,0,90,0,0,20,80,0,90,0,79,23,0,80,40,0,70,0,0,75,0
48,TTE,Test,Explicit,7,7,6,3,6,6,1,4,1,2,2,1,5,7,5,1,7,1,7,7,6,6,6,4,1,6,1,3,1,3,6,3,6,6,3,1,6,1,4,5,3,3,3,3,2,4,0,15,15,30,10,30,5,30,5,15,35,10,20,30,15,10,30,10,5,15,35,10,35,5,25,0,10,35,5,15,35,15,5,30,15
49,TTE,Test,Explicit,7,7,7,3,5,5,3,5,2,4,2,1,4,7,6,4,4,1,6,6,6,7,6,6,1,7,5,2,7,6,4,5,5,7,5,5,7,3,4,3,3,5,2,4,3,2,3,20,5,100,20,10,5,30,5,5,100,5,20,100,5,5,100,10,20,5,100,20,10,5,25,0,5,100,5,15,100,5,5,100,15
50,TCA,Teach,Analogy,4,5,3,4,4,5,6,6,4,5,5,5,6,5,6,6,6,6,5,5,4,3,4,4,4,2,4,5,4,2,3,4,4,5,5,4,4,5,5,4,4,2,3,5,1,3,2,15,75,80,15,90,10,75,70,10,85,90,10,75,75,10,70,10,10,50,80,15,75,10,80,60,10,80,75,0,80,50,25,85,10
51,TCE,Teach,Explicit,7,7,7,1,6,4,1,7,1,1,5,1,6,7,1,1,7,1,6,7,7,7,7,7,1,7,1,1,7,5,7,4,7,7,4,1,7,5,5,4,4,2,3,5,1,3,2,20,50,40,40,60,0,30,60,20,30,60,0,70,60,40,30,20,10,15,35,10,5,0,15,10,0,0,10,0,50,0,0,20,0
52,TCE,Teach,Explicit,2,2,4,3,3,1,1,6,6,4,4,7,4,7,1,1,4,5,2,2,5,6,7,6,4,1,1,1,1,3,4,2,4,5,3,1,1,2,4,4,2,3,2,4,2,3,1,30,30,50,20,50,30,0,10,50,20,10,30,50,0,0,50,10,10,0,50,20,0,10,20,10,50,40,0,10,50,0,0,10,10
53,TTA,Test,Analogy,6,6,6,3,5,2,2,7,2,1,4,1,5,7,2,3,4,2,2,6,5,3,7,7,4,7,1,2,1,7,5,2,6,7,3,2,5,2,2,3,3,3,0,3,3,3,0,70,50,40,50,70,0,50,50,60,60,60,0,70,30,40,50,50,70,100,70,50,70,0,70,50,70,40,70,0,50,30,30,50,60
54,TCA,Teach,Analogy,7,6,2,1,3,3,1,7,3,2,1,2,6,7,2,1,6,2,6,3,4,5,6,7,2,6,1,1,5,6,5,4,5,6,4,2,5,5,4,1,4,1,3,4,2,4,3,44,55,64,54,22,10,22,32,17,64,22,22,32,10,10,32,34,32,34,77,55,10,22,75,10,10,72,10,15,55,25,0,66,65
56,TTE,Test,Explicit,7,7,6,1,6,3,1,5,2,1,2,1,5,6,1,4,7,1,4,7,6,7,7,4,1,7,1,5,7,6,6,4,7,7,2,1,7,2,5,4,4,5,5,4,4,5,5,30,60,20,30,15,0,40,30,50,60,60,40,70,80,50,40,50,20,40,40,50,0,60,20,10,30,30,60,0,30,20,40,50,50
57,TCA,Teach,Analogy,6,6,6,2,4,4,1,7,4,1,3,2,7,7,4,1,7,2,6,5,6,7,5,6,2,6,1,1,5,4,7,4,7,7,4,1,6,5,0,0,0,1,0,4,1,4,1,5,40,80,5,80,0,80,75,5,80,70,0,75,5,0,75,0,5,40,90,5,40,0,85,20,0,60,30,0,80,0,0,75,0
58,TTA,Test,Analogy,6,NA,6,2,6,4,1,7,2,1,3,2,6,7,2,1,4,3,6,4,6,7,5,5,1,5,2,2,4,5,5,4,4,7,5,1,5,4,5,4,4,1,1,3,3,4,1,30,40,60,40,70,0,55,50,10,60,60,0,50,60,0,60,20,0,60,60,20,70,0,60,25,0,60,60,0,60,65,0,55,15
59,TTE,Test,Explicit,7,6,7,3,4,4,1,5,4,1,4,1,7,7,1,1,4,1,6,7,6,6,7,5,2,7,1,2,5,4,4,4,7,7,4,1,7,4,4,3,2,1,1,4,0,1,0,10,25,80,40,10,0,70,10,0,70,30,0,30,0,0,70,0,0,0,80,0,0,0,80,0,0,70,0,0,30,0,0,80,0
60,TCA,Teach,Analogy,2,6,4,1,3,5,1,7,3,2,5,7,7,7,1,1,3,5,7,1,3,4,6,7,3,1,1,1,1,5,5,2,2,7,2,1,1,5,0,0,0,0,0,5,0,2,0,0,5,80,10,0,0,85,0,0,70,0,0,30,0,0,85,0,0,0,80,0,0,0,95,0,0,90,0,0,30,0,0,75,0
61,TTA,Test,Analogy,6,7,6,3,5,4,1,3,1,1,3,2,7,6,2,2,4,2,4,4,6,6,7,5,1,6,1,1,4,4,4,5,5,6,4,1,6,3,5,5,5,4,3,4,3,2,2,10,60,40,0,10,0,50,20,10,50,20,0,60,0,0,30,0,10,30,40,0,10,0,60,10,0,60,20,0,60,10,0,50,0
62,TTE,Test,Explicit,7,6,6,5,5,6,1,2,2,2,2,2,4,5,1,1,4,2,4,5,5,5,6,6,2,5,1,2,3,4,5,5,5,5,5,1,5,1,2,2,1,2,3,1,3,2,3,20,20,40,40,30,0,30,45,60,50,10,0,30,0,30,40,35,10,20,40,20,10,0,30,0,50,40,30,0,10,0,20,50,30
63,TCE,Teach,Explicit,3,6,6,6,2,1,6,2,2,1,4,2,6,5,1,1,5,2,4,2,6,5,6,3,1,4,1,5,2,3,5,1,5,6,1,1,2,3,2,2,2,4,2,2,2,3,2,30,15,60,20,20,5,50,50,5,60,50,5,40,10,0,50,10,0,5,70,20,10,0,80,25,0,80,25,0,40,10,0,80,0
64,TTA,Test,Analogy,6,6,5,1,2,3,1,7,2,1,5,2,6,6,2,1,4,1,4,6,6,5,6,7,2,6,2,1,4,4,3,2,4,5,3,2,6,4,3,3,4,1,1,4,2,3,1,15,30,50,20,10,0,30,40,10,30,20,0,20,0,10,50,10,10,10,60,10,50,0,30,20,0,30,20,0,60,0,30,60,10
65,TCE,Teach,Explicit,6,7,7,2,4,7,4,3,1,7,1,4,5,6,6,1,5,1,5,4,7,6,4,6,5,5,2,3,1,6,5,6,4,4,7,5,5,1,2,3,1,4,4,1,3,5,4,33,50,75,15,25,5,80,60,10,75,15,0,80,0,0,65,10,5,10,90,0,5,0,95,40,5,90,25,0,85,80,0,95,0
66,TTA,Test,Analogy,7,1,7,1,7,7,1,7,7,7,1,1,4,7,2,1,7,2,7,7,4,7,2,7,6,7,1,1,7,7,7,7,7,7,7,1,7,0,0,4,4,5,0,5,0,4,1,15,0,100,0,0,0,100,0,0,100,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,100,0,0,100,0
67,TTE,Test,Explicit,6,3,4,1,2,5,4,6,5,1,1,2,6,7,6,2,6,2,7,6,3,5,2,6,6,5,6,2,5,2,6,6,6,5,6,6,5,3,2,2,3,1,4,2,3,1,2,5,10,85,5,15,35,85,5,5,85,5,5,20,5,0,85,5,5,5,85,10,10,5,85,5,10,85,10,5,5,10,0,85,10
68,TCA,Teach,Analogy,4,4,4,1,3,4,2,6,2,2,3,2,4,4,2,1,4,2,4,4,2,4,3,5,2,4,1,1,4,5,4,5,4,4,5,2,5,1,4,5,4,3,3,4,3,4,3,10,10,80,0,5,0,80,5,2,80,0,0,80,0,0,80,0,0,0,80,0,0,0,80,0,0,80,0,0,80,0,0,80,0
69,TTA,Test,Analogy,5,6,5,4,6,5,2,5,2,2,5,2,6,4,2,2,5,2,6,5,6,6,6,5,2,6,2,3,2,6,4,4,6,6,4,2,6,3,4,5,4,5,4,4,2,2,3,65,65,75,65,80,20,60,50,40,60,70,0,50,20,0,60,30,66,45,65,75,60,20,75,70,65,55,65,43,21,0,0,45,25
70,TTE,Test,Explicit,7,7,5,1,5,4,1,7,1,4,2,1,4,7,7,1,6,1,5,4,7,7,6,7,1,7,2,1,3,5,6,4,5,6,4,3,7,1,1,4,5,5,5,3,1,4,0,10,70,70,60,80,40,65,45,50,65,60,20,50,0,10,45,35,5,10,100,0,10,0,100,10,0,100,10,0,100,0,0,100,0
71,TCA,Teach,Analogy,3,4,5,3,4,2,1,6,3,4,2,3,6,7,2,1,6,2,3,3,4,7,7,6,2,3,1,1,3,5,6,3,6,7,3,1,4,3,3,2,1,2,1,3,1,3,3,50,40,30,20,30,10,30,40,5,30,40,0,30,40,0,30,5,20,15,50,5,20,0,50,20,0,60,20,0,50,15,0,50,0
72,TTE,Test,Explicit,7,7,7,2,7,4,1,2,1,1,1,1,7,7,1,1,7,1,6,7,7,7,7,6,1,7,1,1,6,6,7,6,7,7,4,1,7,3,1,3,5,1,0,3,0,4,1,5,20,80,5,2,2,50,20,15,60,15,3,75,8,2,50,5,8,20,85,2,0,1,75,10,5,75,10,2,65,0,1,50,2
73,TCE,Teach,Explicit,5,7,7,2,1,2,4,6,4,3,3,2,5,6,5,1,2,1,3,5,7,4,5,6,1,6,2,1,4,4,5,2,4,4,3,5,5,1,1,2,0,1,0,0,1,3,1,5,10,20,5,0,10,10,5,20,5,0,5,50,0,0,20,0,5,0,20,5,0,5,20,5,5,20,5,5,20,5,0,15,0
74,TTE,Test,Explicit,7,5,3,4,2,3,1,4,4,1,2,2,5,7,1,2,6,3,5,6,3,5,7,5,2,5,1,2,4,3,5,3,5,6,3,2,5,1,5,4,5,4,3,3,4,5,4,80,85,70,10,75,20,74,20,65,88,60,20,55,80,0,55,10,50,40,90,5,25,5,95,25,6,94,20,0,88,20,5,90,0
75,TCA,Teach,Analogy,4,5,6,2,3,3,2,6,5,3,2,4,6,7,3,2,6,4,3,3,4,6,4,5,2,4,2,4,2,3,4,3,5,5,4,3,4,1,2,2,2,1,2,2,3,4,2,70,60,45,15,60,35,45,55,70,55,45,45,45,25,10,35,30,65,30,65,40,25,40,60,25,75,40,30,20,25,25,5,35,25
76,TCE,Teach,Explicit,4,4,5,5,4,3,4,5,4,4,4,4,5,5,4,4,3,3,3,3,4,3,3,4,3,3,3,4,4,4,5,3,4,3,4,3,3,0,5,5,5,3,5,5,5,3,4,90,50,50,70,70,80,60,80,100,70,80,40,70,10,0,70,50,40,50,60,30,20,20,70,70,60,60,70,0,80,60,0,70,10
77,TTE,Test,Explicit,5,6,NA,6,5,5,2,5,2,2,2,2,5,6,2,1,7,3,5,5,5,6,5,5,1,6,2,1,4,4,6,4,6,6,4,2,5,1,1,1,3,1,1,3,1,3,2,40,20,20,30,20,10,40,10,30,40,20,10,30,10,0,30,20,10,20,40,10,20,0,30,10,10,20,30,0,20,10,0,20,10
78,TCE,Teach,Explicit,7,7,5,1,4,2,1,7,2,1,5,2,5,6,6,1,5,2,5,6,7,6,5,5,1,6,2,1,5,4,5,4,6,5,3,2,5,3,5,4,5,1,1,3,2,1,1,20,50,10,0,0,0,20,20,40,20,30,0,20,10,10,30,0,30,20,20,0,10,0,20,10,30,15,25,0,20,0,10,30,0
79,TTA,Test,Analogy,7,6,7,2,4,5,1,6,1,1,2,1,7,6,1,1,6,1,5,6,5,7,7,6,1,6,1,1,5,5,6,5,5,7,3,1,6,4,3,4,3,0,1,3,1,2,0,55,35,30,55,20,10,60,70,60,30,70,10,30,80,0,50,60,25,30,35,10,10,0,80,25,15,30,45,10,65,30,5,90,10
